eisced,eduyrs,hincfel,hinctnta,uemp12m,gincdif,pdwrk,trstplt,trstprt,trstun,stfdem,imueclt,imwbcnt,imbgeco,feethngr,brncntr,ppltrst,nwspol,netusoft,rlgdgr,aesfdrk,health,happy,is_female,agea,domicil,lrscale,gdp_capita,gini_index,unemp_rate,is_populist_voter,cntry_BE,cntry_BG,cntry_CH,cntry_CY,cntry_ES,cntry_FI,cntry_FR,cntry_GB,cntry_GR,cntry_HR,cntry_HU,cntry_IE,cntry_IL,cntry_IS,cntry_IT,cntry_LV,cntry_NL,cntry_NO,cntry_PL,cntry_PT,cntry_RS,cntry_SE,cntry_SI,cntry_SK
3,19,1,10,6,3,1,6,6,7,8,5,5,8,1,1,7,5,5,2,1,2,9,0,35,1,3,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,18,1,7.008666666666666,6,4,0,6,6,5,8,6,5,7,1,1,5,210,5,0,2,4,8,0,77,1,6,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,20,1,9,2,3,1,7,7,9,9,6,5,7,1,1,7,120,5,10,2,2,9,1,49,3,7,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,10,2,2,6,1,0,2,3,4.0969999999999995,3,1,4,4,1,1,2,120,5,8,2,2,8,1,68,4,3,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,15,1,6,6,2,0,6,6,7,6,7,6,6,1,1,6,10,5,8,2,3,8,0,77,4,7,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,10,4,2,6,3,0,8,8,5.334666666666666,3,3,3,6,1,1,3,15,5,4,2,3,4,0,50,3,6,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,15,2,4,6,1,0,5,8,7,8,8,8,8,1,1,8,120,5,3,2,3,7,1,70,3,3,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,18,1,7,6,1,1,7,8,8,6,8,8,8,1,1,9,50,5,0,1,1,9,0,26,1,1,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,14,1,7,6,3,1,6,6,6.271999999999999,5,7,8,5,2,1,7,15,5,7,2,2,8,0,33,4,5,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,16,2,7,6,3,1,4,4,5,3,7,6,6,1,1,7,60,5,0,1,2,7,0,32,4,6,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,16,1,8,6,2,1,7,5,7.192666666666667,9,8,5,7,1,1,8,60,5,9,1,2,9,1,49,2,2,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,16,2,8,6,2,1,6,6,4,7,8,5,9,1,1,8,150,5,0,1,1,9,0,27,4,1,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,18,1,9,6,3,1,7,6,6,8,7,7,7,1,1,7,90,5,6,2,2,8,1,54,3,7,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,25,1,10,6,2,0,6,5,7,8,10,10,8,1,1,9,60,4,5,1,1,10,0,72,4,5,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,19,1,10,6,4,1,7,7,7,7,8,6,8,1,1,7,90,5,6,2,2,9,0,54,4,8,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,17,1,1,6,3,1,6,6,8,8,8,8,8,1,1,8,90,5,0,1,2,8,0,23,3,5,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,16,1,9,6,2,0,5,6,7,7,6,5,7,1,1,8,90,5,6,2,1,9,0,72,4,6,64862.1922496366,26,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,15,1,10,6,3,0,6,7,8,7,7,6,7,1,1,8,90,5,5,1,2,10,1,71,1,8,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,22,2,3,6,1,1,7,8,8,10,9,9,9,1,1,9,150,5,2,1,2,9,1,30,1,3,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,18,1,7,6,1,0,1,3,2,6,9,6,7,2,1,8,30,5,7,2,2,9,0,25,1,3,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,18,2,5,6,2,1,5,5,6,4,8,8,5,1,1,6,15,5,5,2,2,5,1,40,1,4,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,8,1,4,6,2,0,4,4,7,8,4,7,5,1,1,9,60,5,4,1,3,9,0,76,5,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,21,1,5,2,1,0,8,8,9,9,6,5,5,1,1,8,90,4,3,2,3,7,1,64,4,2,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,9,1,10,6,5,1,7,7,10,10,8,7,8,1,1,7,45,5,3,2,2,8,0,53,2,9,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,17,1,9,6,2,1,7,5,9,8,6,5,3,1,1,8,60,5,5,2,2,9,1,50,5,7,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,20,1,5,6,2,0,7,7,4,7,4,5,7,1,1,8,90,5,9,1,2,9,0,71,5,7,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,18,2,9,6,3,1,9,7,10,10,10,8,3,1,1,5,90,5,0,3,1,10,1,31,4,2,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,21,2,6,2,1,1,7,7,8,7,8,7,7,1,1,7,180,5,3,2,3,7,1,70,1,2,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,12,2,3,6,2,0,7,7,9,10,9,9,9,1,1,8,180,5,8,2,2,10,0,69,5,6,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,12,1,6,6,2,1,3,4,6,9,5,8,8,1,1,5,45,5,1,1,2,9,1,55,5,8,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,26,2,5,6,2,1,4,4,7,4,5,5,5,1,1,4,120,5,2,2,3,5,1,59,3,4,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7,2,1,6,2,0,2,0,5,4,6,6,4,1,1,2,90,5,5,1,1,10,1,84,5,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,17,1,7,6,3,1,4,5,6,2,8,6,7,1,1,7,45,5,3,2,1,7,1,50,1,6,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,13,1,8,6,2,1,5,4,8,7,7,7,7,1,1,5,45,5,5,1,3,7,0,61,2,4,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,15,2,7,6,2,0,5,5,5,9,8,5,8,1,1,5,60,5,4,1,2,9,1,75,4,3,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,12,2,9,6,5,1,2,2,9,9,7,7,8,1,1,6,120,5,3,1,1,9,0,38,2,8,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,13,1,6,6,1,1,7,6,8,7,8,7,8,1,1,4,180,5,2,2,2,8,1,62,5,6,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,21,1,8,6,2,1,4,4,6,5,5,7,5,1,1,5,30,5,7,1,3,8,1,43,3,4,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,19,1,10,2,2,1,8,7,9,7,7,5,7,1,1,8,150,5,1,1,2,8,1,65,2,4,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,15,2,2,6,5,0,10,5,8,10,9,9,9,1,1,4,60,1,2,1,3,4,0,52,3,10,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,10,1,10,2,3,1,4,5,7,8,2,5,6,1,1,8,120,5,0,2,1,8,0,59,5,8,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,19,1,9,6,2,1,5,6,9,9,7,7,7,1,1,5,60,5,7,2,1,9,1,43,3,7,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,13,1,2,1,1,0,6,7,8,8,8,10,9,1,1,9,150,5,0,1,3,8,0,39,1,1,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,14,2,6,6,2,1,2,2,8,5,5,5,3,1,1,6,30,5,0,1,2,10,0,25,5,5,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,14,3,2,6,1,0,2,2,1,6,9,6,3,1,1,3,30,5,3,1,3,6,1,40,3,2,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,19,1,6,6,2,0,7,6,7,8,8,7,6,1,1,5,60,5,5,1,2,7,1,64,4,3,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,14,1,10,6,5,1,6,4,6,4,1,2,2,1,1,3,40,5,0,1,2,7,0,49,3,10,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,19,2,9,6,2,1,6,7,7,6,7,6,7,1,1,8,150,5,1,1,2,7,0,33,2,4,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,12,2,7,6,1,1,0,2,8,9,10,10,9,1,1,9,150,5,2,1,2,10,1,38,4,8,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,15,1,6,6,3,0,8,8,9,10,8,8,9,1,1,8,120,4,8,1,1,9,0,60,3,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,11,1,4,6,1,0,2,2,10,2,2,5,5,1,1,3,120,5,5,1,2,8,0,78,3,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,13,2,5,6,2,1,2,2,6,8,8,5,5,1,1,8,150,5,2,1,1,8,0,51,3,4,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,11,3,4,1,2,0,0,4,10,3,4,3,7,1,1,0,60,5,7,1,5,8,0,47,4,7,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,15,2,9,6,2,1,7,6,7,10,9,8,7,1,1,8,30,5,0,1,2,9,0,31,3,3,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,18,1,8,6,2,1,6,7,5,7,8,5,7,1,1,6,120,5,2,1,2,8,0,35,3,3,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,7,1,10,6,2,0,6,8,8,8,7,8,8,1,1,10,180,5,0,1,3,8,0,55,2,10,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,20,2,2,2,1,1,8,6,9,8,8,8,8,1,1,8,60,5,0,1,2,5,0,29,1,3,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,14,3,6,1,1,1,5,9,4,6,10,9,9,1,1,8,15,5,0,1,4,9,1,29,3,2,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,13,2,3,6,4,0,7,7,5,8,6,9,8,1,2,4,0,2,9,2,2,9,1,62,3,6.144666666666667,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,18,1,6,6,1,1,5,6,8,8,7,7,6,1,1,7,45,5,0,1,2,8,1,49,3,3,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,17,2,7,6,2,1,5,5,7,9,9,8,8,1,1,9,60,5,0,1,1,8,1,39,2,3,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,12,2,4.449999999999999,6,2,1,0,0,3,3,6,4,5,1,2,5,60,5,8,3,3,10,1,72,5,0,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,11,2,2,6,1,1,3,3,3,2,2,2,3,1,1,3,60,5,5,2,2,8,1,60,4,4,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,14,2,10,1,3,1,6,6,6,8,3,5,6,1,1,8,120,5,5,2,2,9,1,67,5,8,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,8,1,4,6,2,0,4,5,7,9,4,88,6,1,1,10,120,5,4,1,2,10,0,80,4,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,19,2,6,6,2,1,6,7,5,8,9,8,7,1,1,6,120,5,3,3,2,7,1,32,1,3,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,22,1,10,6,1,0,6,6,6,8,10,10,8,1,1,9,90,5,0,1,3,9,1,67,4,1,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,10,3,1,1,2,0,0,2,0,1,0,0,0,1,1,5,180,5,3,1,3,5,1,67,4,6,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,16,2,3,2,2,1,6,6,6,7,5,5,5,1,1,8,15,5,1,1,3,8,1,55,4,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,15,1,2,6,2,1,3,2,5,7,3,4,5,1,1,6,30,5,2,2,2,10,1,55,3,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,12,1,7,6,2,1,4,2,7,5,6,6,6,1,1,4,120,4,4,1,3,5,0,53,4,2,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,14,1,2,1,1,1,5,5,6.496666666666665,8,5,8,5,1,1,2,60,4,4,2,1,10,1,55,3,4,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,14,2,4,6,2,1,6,7,8,5,3,4,4,1,1,1,180,5,5,1,2,8,0,46,2,7,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,19,2,6,6,1,1,6,6,8,8,8,9,8,1,1,8,20,5,0,1,2,9,1,46,4,3,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,11,2,2,1,1,0,4,4,3,8,0,0,1,1,1,3,150,2,5,2,3,5,0,69,3,10,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,15,2,5,6,3,1,7,7,9,8,1,4,3,1,1,8,180,5,1,1,4,8,0,41,3,8,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,18,2,9,6,2,1,5,6,8,9,3,3,3,1,1,7,60,5,1,1,2,10,1,53,3,5,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,14,2,5,6,2,0,4,5,7,7,3,5,3,1,1,8,60,5,0,1,2,9,0,66,5,8,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,19,2,4,6,4,1,5,5,6,7,7,3,2,1,1,8,20,5,2,1,1,7,0,40,3,3,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,18,1,9,6,3,1,7,5,8,9,9,7,6,1,1,8,60,5,0,2,1,8,1,30,1,8,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,17,3,3,6,1,1,0,0,0,0,5,3,2,1,1,2,60,5,8,1,1,7,0,49,3,6,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,13,1,9,6,3,0,8,9,7,7,10,8,9,1,1,8,10,5,1,1,1,8,1,21,2,4,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,9,2,4,2,2,1,3,4,5,5,7,8,5,1,1,1,120,5,0,1,4,6,0,61,5,2,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,14,2,7,6,1,1,4,5,7,5,6,5,5,1,1,3,120,5,6,2,3,3,0,62,5,3,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,12,2,3,6,2,1,2,2,2,2,8,7,5,1,1,6,30,5,0,2,2,8,1,36,4,6,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,15,1,1,6,2,0,7,7,8,9,7,8,2,1,1,5,60,5,4,3,2,9,1,52,3,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,12,2,4,6,2,0,2,3,2,3,5,2,2,1,1,8,180,5,1,1,2,7,0,74,4,7,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,14,2,3.7043333333333335,6,3,0,7,7,9,10,7,7,6,1,2,6,10,5,4,2,3,8,0,21,5,4,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,18,1,9,6,3,1,5,5,9,8,9,6,7,1,1,8,15,5,2,1,1,9,1,44,4,8,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,16,2,9,6,2,1,7,7,9,6,7,5,5,1,1,5,60,5,1,1,1,4,1,40,3,7,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,21,2,5,6,2,0,7,8,8,9,7,7,8,1,1,9,120,5,0,2,1,8,0,69,1,7,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,17,1,8,6,1,1,7,8,8,10,7,5,8,1,1,9,60,5,2,2,1,10,1,34,1,3,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,22,3,3,2,1,0,8,8,9,9,8,9,4,1,1,8,150,5,1,1,1,9,1,34,5,2,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,22,1,9,6,2,1,6,5,8,8,8,9,6,1,1,7,80,5,3,1,1,9,1,51,5,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,16,2,7,6,2,1,4,4,5,8,10,10,5,1,1,6,60,5,0,1,2,7,1,28,4,4.265666666666666,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,17,2,8,6,3,1,5,5,7,8,4,5,3,1,1,7,30,5,2,1,3,8,0,49,3,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,16,1,10,6,2,1,6.560333333333333,10,3,8,8,7,7,1,1,8,120,5,3,2,2,7,1,51,2,7,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,17,1,7,6,2,1,7,7,9,8,6,7,5,1,1,5,45,4,4,2,2,8,0,59,4,4,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,20,2,3,6,1,1,1,2,9,5,2,1,0,1,1,2,90,5,0,3,2,5,1,59,3,0,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,15,1,7,6,2,1,7,6,9,10,9,9,8,1,1,8,60,5,3,1,1,7,0,48,1,3,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,13,3,2,6,1,0,7,6,10,9,7,8,9,1,1,8,120,5,3,1,2,9,1,61,5,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,19,2,10,2,5,1,6,8,10,6,7,5,5,1,1,5,20,5,0,1,2,6,0,47,3,6,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,15,2,6,1,2,1,5,5,6,6,8,8,5,2,2,4,20,5,2,1,3,7,0,57,1,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,16,1,9,6,2,1,5,4,8,8,7,6,6,1,1,7,60,5,2,2,1,8,0,60,3,7,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,10,1,4,2,1,0,3,3,9,5,7,6,7,1,1,7,90,5,1,1,1,10,0,71,4,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,20,1,8,2,3,1,5,6,7,8,5,7,7,1,1,7,30,5,2,1,2,8,1,55,2,8,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,14,2,7,6,4,1,3,3,5,4,2,3,3,1,1,7,30,5,2,2,2,8,1,31,2,10,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,16,1,4,6,1,0,3,5,5,9,8.774000000000001,10,8,1,1,7,45,5,0,1,2,9,0,70,2,2,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,16,1,7,6,2,1,6,6,5,8,8,7,7,1,1,7,90,5,1,1,1,8,0,68,5,4,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,19,2,5,6,2,1,7,7,8,8,8,9,9,1,1,8,20,5,6,2,2,8,0,33,1,4,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,16,2,5,6,1,1,5,5,7,5,8,8,8,1,1,7,120,5,3,2,3,6,1,59,3,1,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,17,1,6,6,4,0,7,8,8,7,8,5,7,1,1,8,60,5,0,1,1,10,0,71,3,10,86096.0508947506,28.4,4.424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,14,2,6,2,2,1,5,5,5,7,8,5,5,1,1,6,90,4,4,1,1,6,0,66,3,5,86096.0508947506,28.4,4.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
