eisced,eduyrs,hincfel,hinctnta,uemp12m,gincdif,pdwrk,trstplt,trstprt,trstun,stfdem,imueclt,imwbcnt,imbgeco,feethngr,brncntr,ppltrst,nwspol,netusoft,rlgdgr,aesfdrk,health,happy,gndr,agea,domicil,lrscale,is_populist_voter,cntry_BE,cntry_BG,cntry_CH,cntry_CY,cntry_ES,cntry_FI,cntry_FR,cntry_GB,cntry_GR,cntry_HR,cntry_HU,cntry_IE,cntry_IL,cntry_IS,cntry_IT,cntry_LV,cntry_NL,cntry_NO,cntry_PL,cntry_PT,cntry_RS,cntry_SE,cntry_SI,cntry_SK
7,18,2,10,6,2,1,4,4,3,3,4,5,8,2,2,8,120,5,7,2,2,6,1,53,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,1,3,6,2,0,0,0,2,2,5,5,5,2,1,5,300,5,6,2,3,8,2,80,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,1,7,6,5,0,2,2,1,4,2,3,2,1,2,5,180,5,2,1,2,10,2,58,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,2,4.260333333333333,6,2,0,5,5,5,5,3,3,3,2,1,5,30,4,3,4,1,5,2,72,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,25,1,3,2,5,0,4,4,5,5,4,4,5,1,1,6,150,3,1,2,2,9,2,89,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,2,10,2,2,1,0,0,5,6,10,5,10,1,1,0,60,5,0,1,3,5,1,43,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,1,10,2,5,1,6,4,2,8,7.768,77,7.545333333333333,1,1,7,60,5,10,2,2,10,1,60,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,15,1,8,6,2,0,0,0,3.812333333333334,3,3,0,9,1,1,7,480,2,8,3,2,8,2,90,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13,1,3,6,4,1,5,5,7,5,6,5,6,1,1,6,30,5,3,1,2,10,1,65,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,1,6,6,1,1,2,4,7,3,9,9,9,1,1,7,30,5,0,1,1,10,1,63,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,2,8,6,2,1,1,4,4,4,6,8,7,1,1,4,30,5,0,2,2,6,2,31,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,2,5,1,5,1,3,3,1,1,8,5,6,1,1,5,60,5,4,2,2,6,2,50,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,1,6,6,4,1,0,2,3,0,5,4,4,1,1,7,120,5,0,2,3,5,1,59,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20,3,2,6,2,1,4,4,3,6,7,4,4,1,2,3,902,4,8,2,2,7,1,45,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,23,2,2,6,2,1,5,4,6,5,7,7,7,1,1,3,120,5,2,2,2,8,1,66,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,1,8,6,4,0,7,7,7,8,6,7,7,1,1,7,120,5,4,2,3,9,1,79,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,2,2,6,2,0,2,0,0,5,4.9013333333333335,5,4.536333333333334,2,2,4,5,5,5,2,2,4,1,66,3,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3420000000000005,12,1,4,6,4,0,5,5,7,4,6,4,5,2,1,5,90,5,0,3,2,10,2,71,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,9,2,4.685,6,3,0,6,6,6,7,7,6,7,1,1,6,90,1,10,1,2,7,2,76,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,12,2,1,6,3,0,0,0,7,0,5,5,5,2,1,10,695,5,0,1,3,10,2,54,1,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,2,2,2,2,0,2,6,5.192666666666667,3,8,7,10,1,1,8,120,5,0,1,2,7,1,72,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,1,8,6,4,0,5,5,5,8,5,5,7,1,1,7,60,4,3,2,2,10,2,76,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,3,10,6,1,1,5,6,8,7,9,8,9,1,1,7,30,5,1,2,2,8,1,45,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,1,8,1,3,1,0,0,0,1,6,3,2,2,1,1,0,5,0,1,2,10,1,44,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,2,4,6,3,0,0,0,0,2,5,3,0,2,1,5,30,5,0,3,2,10,2,69,4,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13,1,6,6,1,1,5,5,5,4,6,5,7,1,1,6,60,5,3,2,2,7,2,73,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,2,10,2,2,1,6,6,6.664999999999999,8,9,9,9,1,2,7,5,5,6,1,2,7,1,39,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20,2,1,6,2,1,3,3,6,3,7,5,5,2,1,8,120,5,8,2,1,9,2,59,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,2,4.511666666666668,6,2,0,2,3,6,2,4,4,6,2,1,1,60,5,3,3,2,8,1,70,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,1,7,6,2,0,8,7,8,7,7,7,6,1,1,6,60,5,7,1,1,9,1,68,4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,17,1,6,6,2,0,5,5,6,4,8,7,7,2,1,7,300,5,0,2,2,4,2,75,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,1,5,6,2,1,0,0,2.8186666666666667,2.462333333333334,4.4206666666666665,5,1,1.1786666666666665,1,5,30,5,2,3,2,7,2,41,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17.148000000000003,1,8,1,2,1,1,1,0,1,3,6,8,2,1,3,45,5,8,1,1,8,2,30,4,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,1,5,2,2,1,6,6,8,7,9,8,8,2,1,6,10,5,3,3,2,7,1,23,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,1,3,6,3,0,4,4,10,8,8,5,8,1,1,5,60,5,0,3,3,8,2,79,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,3,1,6,4,0,2,1,7,3,9,7,9,2,1,2,120,5,6,2,3,6,2,73,4,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,1,5,6,4,0,0,0,3,3,0,0,3,1,1,5,0,4,1,1,2,10,2,74,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,2,10,6,2,1,1,2,4,7,9,9,7,1,1,8,45,5,1,2,3,8,2,36,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,3,4.113333333333333,6,2,0,0,2,0,0,0,0,0,1,1,7,630,5,0,2,4,7,1,50,3,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,1,9,1,2,1,7,6,5,8,2,8,10,1,1,6,120,4,7,3,1,6,2,49,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,1,9,6,4,1,4,5,8,8,10,9,7,1,1,8,30,5,0,2,1,9,1,34,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,4,7,2,2,1,4,6,2,7,8,7,9,2,2,5,15,5,8,1,3,5,1,51,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13.230333333333332,2,9,2,1,1,3,5,7,5,7,7,3,1,1,6,0,5,2,1,2,4,1,56,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,2,10,2,2,1,5,5,8,1,7,6,8,1,1,7,90,5,0,2,2,7.527,2,33,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,20,1,10,6,1,0,2,2,3,7,10,8,10,1,1,1,90,5,4,1,1,3,1,68,4,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,1,9,6,4,1,0,0,0,0,2,2,2,1,1,2,480,5,0,1,2,7,1,55,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,14,1,10,6,3,1,2,0,1,0,10,9,8,1,1,7,60,5,0,1,2,8,2,41,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,2,6.731333333333334,6,4,1,1,1,5,2,0,3,3,1,1,7,30,2,0,2,3,7,1,65,3,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3683333333333336,12,2,4,6,3,1,1,1,5,3,2,3,2,1,1,6,0,5,0,3,3,7,1,59,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,16,1,3,6,2,1,3,0,7,4,10,10,9,1,1,6,277,5,3,2,3,8,2,68,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,1,7,6,2,1,2,5,7,5,10,10,8,1,1,2,10,5,0,2,1,10,1,29,3,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,2,8,6,2,1,2,3,7,2,8,7,8,1,1,6,90,5,1,1,2,8,1,45,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15,1,10,6,2,1,1,1,5,3,10,10,8,1,1,8,10,5,0,2,1,10,1,47,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,1,4,6,2,0,4,4,8,5,5,5,5,1,1,7,120,5,0,2,2,7,1,69,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,1,5,6,4,1,6,3,8,8,10,10,9,1,1,6,50,5,0,1,1,10,1,32,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,1,10,6,1,1,2,3,6,7,7,7,7,1,1,7,120,5,4,2,3,6,2,64,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,17,1,2,6,1,0,4,3,4,4,9,9,9,1,1,9,45,4,8,1,1,10,2,76,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,1,7.190333333333333,2,3,1,5,5,4,7,8,5,6,1,1,5,60,5,0,2,3,8,1,34,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,1,4.05425,6,3,0,6,6,5,5,6,6,7,1,1,7,0,1,7,1,2,9,2,86,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,1,7,6,2,1,5,5,7,5,8,7,8,1,1,6,90,5,9,2,2,9,1,61,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,1,3,2,2,1,0,0,0,0,1.7533333333333334,1,0,1,1,8,15,5,2,2,2,4,2,57,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,1,7.076999999999999,6,2,1,5,5,6,7,5,8,0,1.1786666666666668,1.205,7,60,5,1,3,1,8,1,38,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15,2,3,6,2,0,5,5,4,8,7,7,7,1,1,9,240,1,8,2,1,9,1,77,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,1,4.929333333333333,6,1,0,2,1,6,5,6,5,4,1,1,5,180,2,8,4,2,10,1,79,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,1,5,6,1,0,1,1,4,5,7,6,8,1,1,3,120,5,3,2,3,8,1,90,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,1,3,6,2,1,1,1,5,1,3,7,7,1,1,8,5,5,0,2,4,6,1,53,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,3,1,1,2,0,3,3,5.179000000000001,3,7,7,8,1,1,5,60,5,7,3,4,7,2,56,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,1,10,6,2,1,6,6,5,8,5,5,8,1,1,5,120,5,0,2,3,6,1,55,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,1,7.711333333333333,6,1,1,2,2,5,4,10,10,8,1,1,8,180,5,0,2,2,10,2,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,1,5,6,1,0,6,6,8,7,5,7,8,1,1,8,180,5,8,1,2,8,2,82,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,1,7,6,2,0,7,5,7,6,7,8,7,1,1,9,60,5,0,1,3,8,1,66,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,2,7,2,2,1,2,2,6,2,5,88,5,1,1,5,180,5,1,2,2,9,1,52,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,12,1,2,6,2,0,5,0,8,2,3,2,3,2,1,5,91,3,5,2,1,9,2,79,4,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6773333333333333,11,2,8,6,1,1,5,3,6,2,7,5,8,1,1,6,60,5,0,2,1,8,1,52,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,14,2,10,1,4,1,1,1,7,6,6,7,7,2,2,6,3,5,7,2,2,8,2,46,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,3,6,1,1,2,2,5,8,7,5,5,2,1,4,14,5,4,3,3,8,2,60,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,1,3,6,5,1,3,3,5,8,6,5,10,1,1,8,60,5,2,1,1,9,2,62,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15,2,1,1,2,0,2,2,5,5,2,1,1,1,1,2,660,5,1,2,2,7,1,70,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,2,4,6,3,1,2,2,3,4,5,3,4,1,1,0,60,5,5,1,2,7,1,64,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,27,2,7,6,2,0,3,3,5,3,8,8,2,1,1,9,40,5,6,1,1,3,2,67,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,2,6,6,1,1,7,7,6.37,5,10,10,10,1.1569999999999998,1,4,30,5,7,2,1,10,1,47,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,2,4,6,1,1,7,7,8,9,10,10,8,2,1,8,60,5,0,3,3,8,2,50,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,21,1,4.8199999999999985,1,1,0,0,0,5,0,10,9,10,1,1,1,480,5,10,3,3,2,2,72,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,17,1,6.044666666666667,6,4,0,3,2,4.5360000000000005,7,5,7,8,1,1,7,90,2,6,1,2,9,2,70,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,2,4,6,3,0,2,2,4,4,6,6,7,1,1,5,60,4,2,2,2,10,2,80,4,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,3,2.8416666666666663,6,2,0,6,6,7,6.3696666666666655,0,3,4,1,1,5,180,1,3,2.3536666666666664,3,6,2,83,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,2,1,6,2,0,0,0,0,6,5,6,7,1,1,7,210,1,3,2,2,8,2,83,4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,17,3,3.852666666666668,6,1,1,6,8,6.675666666666666,8,9,8,9,2,2,1,60,4,10,3,3,7,2,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,2,9,2,3,1,1,1,6,7,8,8,8,2,2,3,60,5,5,2,3,5,1,42,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,14,2,6.344666666666666,6,4,1,5,5,7,8,5,5,5,1,1,7,5,5,2,1,1,8,1,56,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,3,3,1,1,0,5,5,9,6,7,9,9,2,2,1,120,5,7,2,4,9,2,58,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,3,3.5966666666666676,6,3,0,2,0,5,4,6,6,6.372333333333334,2,1,8,668,3,0,2,2,8,2,48,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,1,5.945666666666665,6,3,0,0,0,7,1,4,5,5,2,1,2,60,5,1,2,2,8,2,63,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,1,6,2,1,0,2,2,1,1,4,5,8,2,1,5,60,5,5,1,5,9,1,79,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,1,3,2,5,0,0,0,0,5,0,0,10,2,1,1,60,5,5,2,3,10,1,81,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2926666666666664,10,1,10,6,3,0,4,3,5,4,3,7,5,1,1,5,180,5,5,1,2,8,1,80,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,1,2,6,2,0,4,5,6,7,4,7,6,2,1,7,120,4,0,2,3,9,1,83,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,1,6,2,2,0,3,3,5,4,7,5,7,1,1,3,60,5,0,1,2,9,1,73,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,2,8,2,4,1,8,5,8,9,6,8,8,1,1,7,120,4,9,2,3,9,1,74,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,16,2,4,6,1,1,0,0,1,0,5,5,5,1,1,5,30,5,5,2,2,0,2,43,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,2,7,6,1,1,4,3,7,2,5,6,6,2,1,3,675,4,6,3,2,8,1,32,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,2,5,2,3,1,1,3,2,5,5,5,5,1,1,0,240,5,0,2,4,2,2,36,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,20,2,1,1,2,0,6,7,7,8,10,9,8,1,1,7,90,4,0,2,3,9,1,75,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,3,5,1,4,1,10,10,8,10,9,10,9,1,2,10,75,5,5,2,3,10,1,40,2,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,1,5,6,3,0,8,6,7,7,10,9,8,1,1,7,60,2,0,1,2,9,1,78,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,19,1,9,6,5,1,1,4,5,2,3,5,7,1,1,8,480,5,0,1,1,9,1,34,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,2,5.415666666666666,6,1,1,1,0,6,2,6,6,7,1,1,8,93.95333333333333,5,1,2,2,8,1,60,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,1,2,6,2,0,1,2,8,5,5,6,7,1,1,3,60,3,0,3,3,6,2,82,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.768666666666665,1,1,6,3,0,7,6,5,7,5,5,5,1,1,7,241,1,3,1,2,10,2,89,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,2,9,6,1,1,5,4,6,5,9,9,8,1,1,5,150,4,3,1,1,8,2,44,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,1,5,6,1,0,3,3,5,3,8,8,7,1,1,4,30,2,0,2,2,8,1,69,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,15,2,7,6,3,1,3,3,6,5,3,5,1,1,1,4,30,5,0,1,3,7,1,22,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11.982333333333337,1,4.605333333333333,6,2,1,4,5,5,7,8,9,10,2,1,6,0,5,7,2,2,8,2,32,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,3,8,6,2.016333333333333,1,1,1,3.8789999999999996,3.0516666666666663,6.235000000000001,5,8,1,1,8,120,5,1,2,1,6,2,44,4,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,1,3.7599999999999993,6,1.913,0,0,0,2.349666666666667,3,0,0,0,1.2143333333333333,1,2,60,1,8,4,3,2,1,78,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,1,7,6,2,1,10,7,8,8,9,3,8,1,2,5,30,5,1,2,1,10,2,37,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,21,1,6.611999999999999,6,3,0,7,7,5,8,5,5,5,1,1,3,90,5,8,2,2,8,2,77,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13,1,5.506666666666668,6,4,1,8,8,9,8,8,9,8,1,1,10,80,1,4,1,2,6,1,81,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15,1,5,6,3,1,4,3,5.616666666666667,5,7,5,7,1,1,6,15,5,2,1,1,8,1,34,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,2,1,6,2,0,2,2,0,2,8,5,0,1,1,5,90,1,6,3,2,10,1,85,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,1,7.333333333333332,6,5,0,0,0,2,0,2,2,4,1,1,3,15,5,6,2,3,8,1,70,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,1,6,6,2,1,1,0,5,0,8,7,8,2,1,8,180,5,0,2,2,8,2,51,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,2,5,6,2,0,5,3,2,5,8,6,8,1,1,2,30,5,0,2,3,10,1,76,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,1,10,6,1,1,5,5,7,3,10,10,10,1,1,8,32,5,0,2,2,8,1,38,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,1,2,6,3,0,0,0,3,0,5,5,6,2,1,6,60,5,0,2,3,7,2,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,21,1,6.746666666666667,6,2,0,4,5,5,3,9,9,9,1.2453333333333334,2,7,90,5,5,2,1,9,2,62,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,1,7,6,5,0,4,2,4,9,3,3,6,1,1,4,600,5,3,1,1,8,1,80,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
