eisced,eduyrs,hincfel,hinctnta,uemp12m,gincdif,pdwrk,trstplt,trstprt,trstun,stfdem,imueclt,imwbcnt,imbgeco,feethngr,brncntr,ppltrst,nwspol,netusoft,rlgdgr,aesfdrk,health,happy,gndr,agea,domicil,lrscale,is_populist_voter,cntry_BE,cntry_BG,cntry_CH,cntry_CY,cntry_ES,cntry_FI,cntry_FR,cntry_GB,cntry_GR,cntry_HR,cntry_HU,cntry_IE,cntry_IL,cntry_IS,cntry_IT,cntry_LV,cntry_NL,cntry_NO,cntry_PL,cntry_PT,cntry_RS,cntry_SE,cntry_SI,cntry_SK
7,27,1,9,6,4,1,1,1,8,0,7,4,5,1,1,4,30,5,2,2,2,8,2,53,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,1,7,2,1,0,2,2,5,5,6,5,8,1,1,9,912,5,5,1,3,9,1,60,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,1,9,2,1,1,3,3,5,10,8,7,8,1,2,7,60,5,1,1,3,10,1,42,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,21,2,8,2,5,1,5,3,5,8,10,10,10,1,2,4,60,5,0,2,3,7,1,53,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,2,4.293333333333333,6,2,0,0,0,2,2,5,5,5,1,1,6,90,4,1,1,1,10,1,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,1,7,6,4,0,2,2,4,8,7,5,6,1,1,8,120,5,0,2,1,9,2,67,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,1,6.287999999999999,2,2,0,3,2,6,6,7,6,5,1,1,7,120,3,3,2,3,8,1,74,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,20,2,5,2,2,1,3,3,5,3,10,5,5,1,1,5,30,5,0,2,2,7,2,27,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,20,2,7,6,2,0,7,7,8,8,9,7,8,1,1,6,45,5,4,2,2,9,2,61,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,3,4,6,1,0,8,4,4,6,8,6,8,1,1,6,60,5,0,2,4,4,2,82,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,2,5,1,1,0,0,0,5,0,8,2,5,1,1,0,0,5,5,1,1,10,2,29,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,1,9,6,1,1,3,3,3,4,4,3,4,1,1,6,0,4,3,3,1,9,2,35,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,1,5,1,2,1,5,5,5,6,7,7,7,1,1,5,60,5,0,1,2,8,2,51,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,1,6,2,2,1,5,6,5,5,6,5,6,1,1,8,90,5,4,2,2,7,1,56,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,2,6,1,2,1,4,4,8,6,8,7,7,1,1,8,30,5,6,2,2,7,2,64,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20,1,3,1,2,0,3,4,8,6,4,3,2,1,1,4,600,5,2,1,2,6,1,29,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,18,3,6,2,2,1,1,1,6,4,2,3,5,1,1,4,360,5,5,3,3,9,2,45,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,1,5,1,2,1,0,0,0,2,3,3,2,2,1,9,90,5,4,2,4,10,1,57,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,30,1,7,6,1,0,3,3,1,5,8,4,8,1,1,2,0,5,0,2,1,9,1,33,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,21,2,3,6,1,1,4,2,5,5,10,8,8.342333333333334,1,1,8,120,5,1,2,3,7,1,25,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1,2,6,2,0,2,2,9,7,7,7,7,1,1,7,60,1,5,1,4,8,1,82,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,2,3,6,2,1,1,1,1,1,2,1,5,1,1,4,0,5,1,2,2,7,2,29,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,3,5,2,1,1,4,3,4,3,10,9,8,1,1,7,30,5,2,1,4,6,1,29,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,3,6,1,1,1,0,0,3,0,1,3,6,1,1,4,60,5,2,1,2,10,2,43,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23,2,9,6,5,1,1,1,2,6,6,5,5,1,1,6,60,5,7,2,2,6,1,51,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,1,9,6,2,0,5,5,2,2,10,6,10,2,1,5,90,5,5,2,3,7,2,68,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,2,2,6,2,1,4,3,4,8,10,10,10,1,2,2,0,5,2,1,1,9,2,36,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,1,5,6,2,1,1,1,1,5,7,7,8,1,1,6,180,5,8,2,1,9,1,38,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,9,6,3,0,5,5,9,8,7,8,7,1,1,8,120,5,7,2,3,8,2,72,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,20,1,3,6,4,0,0,0,3,1,5,3,3,1,1,5,15,5,0,2,2,8,1,24,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,1,6.783333333333332,6,1,0,3,2,2,9,8,88,9,1,1,7,60,5,2,2,3,9,2,74,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,29,3,5,1,1,1,3,3,0,2,10,8,10,2,1,7,210,5,0,1,2,5,1,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,2,3,1,2,0,5,5,8,6,8,8,6,1,1,6,150,1,6,2,2,6,1,65,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24,3,5.389333333333334,1,1.94,1,0,0,6,1,0,0,0,1,1,0,120,5,8,4,5,7,2,59,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18,1,2,1,4,1,0,0,0,0,9,77,9,1,1,8,30,4,8,2,3,9,2,57,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,1,10,6,3,1,3,3,7,5,8,7,7,1,1,8,60,5,0,2,1,9,2,38,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,1,5.570999999999999,2,2,1,1,0,7,8,9,9,9,2,1,9,120,5,2,2,2,9,2,60,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,1,8,1,2,1,0,0,7,3,10,7,10,1,1,4,10,5,0,1,1,8,1,44,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,1,9,2,2,1,0,0,0,5,7,8,5,1,1,1,30,5,5,2,3,6,2,58,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,2,4,6,4,0,2,2,4,5,6,4,4,1,1,5,240,4,8,2,2,7,2,74,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,1,8,1,2,1,3,3,3,5,4,7,5,1,1,7,60,5,1,1,3,8,1,45,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,2,3,6,2,1,3,3,3,5,2,2,8,1,1,5,15,5,5,2,3,8,2,47,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,2,7,6,3,1,7,5,9,8,5,6,8,1,2,5,60,5,4,2,2,9,2,30,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,2,4,6,2,0,6,7,8,7,8,6,6,1,1,7,270,2,7,2,4,9,2,71,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,2,3,6,3,0,0,0,7,5,5,5,5,2,1,1,120,5,5,1,2,7,2,74,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,2,4,2,2,0,0,0,6,0,1,2,2,1,1,6,5,5,10,2,2,8,2,53,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10.717666666666668,4,1,1,2,0,3,3,3,3,8,8,10,1,1,5,120,5,0,1,5,5,1,59,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,1,6,2,2,1,0,0,4,3,2,2,7,1,1,7,30,4,0,2,2,10,2,54,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,2,2,6,1,0,1,1,2,4,5,5,7,1,1,4,953,1,5,1,3,5,1,69,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,3,4,1,2,0,3,0,6,4,8,6,7,1,1,6,734,5,6,2,2,7,1,48,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,2,4,6,3,0,0,0,2,3,8,88,5,1,1,5,45,5,7,1,2,10,1,83,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,2,4,6,5,1,0,0,9,7,8,8,7,1,1,0,30,2,0,1,1,10,1,62,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,26,2,7,6,3,1,2,2,5,4,7,6,5,1,1,8,60,5,3,1,1,9,1,30,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,1,8,2,2,1,6,6,9,6,9,9,7,1,1,7,60,5,3,3,1,8,2,63,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,1,6.538666666666666,6,4,1,3,3,9,0,6,6,6,1,1,8,60,5,10,2,2,8,1,68,4,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,1,6.481333333333334,6,4,0,5,5,7,0,9,6,9,1,1,3,10,4,8,2,2,8,2,65,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,1,8,1,2,0,6,5,7,6,8,7,6,1,1,6,300,5,0,2,3,7,2,65,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,1,5,6,1,0,4,4,4,4,8,8,8,1,1,7,120,5,7,3,1,8,2,67,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,3,3,2,2,0,5,5,10,8,8,8,8,1,1,4,60,5,5,1,1,6,1,39,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,2,6,6,2,1,1,1,4,4,9,9,9,1,1,5,60,5,0,2,2,9,2,31,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,2,7,6,2,1,1,2,5,8,6,7,6,1,1,6,30,5,4,2,1,9,2,34,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,2,1,1,4,0,2,0,3.1563333333333334,4,5,5,5,1,1,3,60,5,7,2,3,7,1,60,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,17,1,4,6,2,1,1,1,5,8,10,8,10,1,1,3,30,5,0,3,1,9,2,37,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.905,10,1,3,6,3,0,4,5,5.382666666666666,6,3.0389999999999997,2,4,1,1,0,600,1,7,1,2,7,2,86,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,1,6,6,2,1,0,0,1,1,10,10,8,1,1,7,45,5,0,3,1,8,2,25,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,2,2,6,3,0,0,0,1,2,5,3,3,1,1,4,300,1,9,2,2,7,2,83,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,2,10,6,4,1,3,6,8,8,8,8,8,1,1,7,60,5,1,1,2,8,1,51,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,1,9,6,2,0,5,5,8,8,5,5,5,1,1,10,60,3,5,2,4,5,1,59,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,2,4.034666666666666,2,2.2969999999999997,0,2,3,4,9,5,4,5,2,1,9,0,4,4,4,1,10,2,67,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,1,9,1,1,0,4,4,5,7,9,8,8,1,1,8,120,5,0,1,1,9,1,81,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24,1,9,2,2,0,6,6,8,6,9,8,7,1,1,7,180,5,3,1,2,9,2,76,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,1,3,6,1,1,3,5,6,2,8,7,6,1,1,7,30,5,6,2,2,8,2,57,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,2,5.0696666666666665,2,3,1,5,5,5,7,5,5,3,1,1,7,40,5,0,2,3,5,1,65,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,1,5,6,2,1,0,0,1,2,5,5,5,1,1,0,90,5,4,1,2,6,1,55,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,1,5,6,1,1,5,5,5,5,10,7,10,1,1,6,90,5,0,2,1,7,2,34,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10.864333333333335,2,7,6,2,1,2,0,3,5,5,5,6,1,1,5,5,5,4,1,3,8,2,54,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20,3,6,6,3,1,0,0,4,4,8,6,7,1,1,6,30,5,3,2,2,8,1,26,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18,2,3,6,2,1,5,3,5,4,4,5,3,1,1,5,90,5,0,2,2,9,2,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,24,1,7,6,5,1,3,4,5,5,3,4,4,1,1,3,60,5,7,2,3,7,2,47,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,3,7,2,1,1,6,6,6,5,10,10,10,1,1,7,180,5,5,1,1,5,2,60,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,10,6,1,0,5,4,7,10,10,10,10,1,1,7,30,1,0,1,3,10,1,82,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15,1,10,2,1,0,0,0,0,0,1,0,10,1,1,2,30,5,6,1,2,10,1,27,3,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,1,6.6549999999999985,6,2,1,0,0,0,0,2,2,2,1,1,8,30,5,8,1,2,10,1,44,3,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,6,1,0,0,0,4,3,2,1,1,1,1,4,60,1,5,3,2,5,2,81,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,2,2.581666666666666,6,1.6616666666666662,0,3,4,4.9463333333333335,6,5,6,3,1,1,2,30,1,9,1,3,8,2,77,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,18,1,7.412666666666667,6,5,1,0,0,5,0,6,2,5,1,1,7,180,5,0,1,1,10,1,42,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,2,6,6,2,1,5,5,6,5,7,7,8,1,1,6,60,5,0,1,3,8,1,61,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,23,2,1,2,1,0,2,2,8,5,6,6,6,1,1,5,30,5,6,2,3,6,1,30,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,2,4.682333333333333,1,3,0,0,0,0,2,0,1,0,2,1,5,60,5,0,1,2,8,2,44,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,1,8,6,2,0,5,5,5,8,9,8,10,1,1,8,120,4,5,1,3,9,1,64,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,6,6,2,0,7,5,7,7,7,7,7,1,1,7,30,1,7,3,4,10,2,84,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,1,5,1,2,0,0,0,1,0,8,88,6.976333333333335,1,1,7,30,5,8,1,4,5,2,69,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,21,3,10,6,2,1,5,6,4,6,8,8,7,1,2,6,45,5,7,2,1,9,1,33,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,2,7,1,1,1,0,0,5,0,2,2,0,1,1,0,10,5,3,2,3,7,1,48,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,1,5,6,1,1,1,1,4,8,7,8,7,1,1,6,240,5,0,2,3,8,1,51,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,3,3,1,1,0,1,1,2,2,2,1,5,1,1,5,60,5,5,3,3,8,2,55,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20,1,7,6,1,1,3,3,5,10,7,7,7,1,1,8,60,5,6,2,1,10,1,51,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,15,2,4.979333333333333,6,2,0,3,5,5,3,7,7,7,1,1,6,20,5,1,1,1,9,2,21,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24,1,10,6,4,1,4,4,4,3,9,8,5,1,1,6,120,5,0,2,2,9,1,29,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,3,1,6,2,0,6,6,5,7,8,5,7,2,1,5,120,5,2,2,4,4,1,80,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,1,10,2,3,1,5,5,5,8,9,9,10,1,1,6,30,5,1,1,3,8,1,49,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20,3,1,6,2,0,0,0,7,4,10,9,9,1,1,5,30,5,6,2,1,10,2,68,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,1,10,1,2,1,5,4,4,7,9,9,9,1,1,5,120,5,0,1,2,8,2,47,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,2,4.380999999999999,1,3,0,0,0,5,2,5,5,5,1,1,3,20,5,6,2,2,8,2,59,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,21,2,7,6,3,1,3,3,6,5,7,5,7,1,1,5,30,5,0,3,2,9,1,33,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,1,10,2,1,1,7,7,9,7,9,9,9,1,1,7,60,5,5,2,2,9,2,58,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,2,7,6,2,1,0,0,0,0,0,0,0,1,1,2,20,5,0,2,1,8,1,46,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,2,2,0,5,5,4,6,0,0,0,1,1,2,0,1,1,1,4,6,2,68,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,22,3,5,2,4,1,1,1,1,2,6,6,5,1,1,6,150,5,5,1,2,7,1,46,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,3,5,6,4,1,4,4,5,4,7,7,7,1,1,8,60,5,8,2,2,10,1,64,4,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,2,4,6,2,1,4,4,5,1,3,3,3,1,1,5,30,5,2,2,2,6,2,44,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,3,2,1,2,0,1,1,6,2,0,0,4,1,1,2,180,5,0,2,2,8,1,21,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,1,6.349999999999999,6,2,0,0,4,3,2,4,2,5,1,1,4,30,5,6,2,2,8,2,68,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,3,4,2,3,1,0,3,6,5,3,4,5,1,1,7,60,5,9,1,2,10,1,41,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,1,9,6,3,1,8,9,10,7,5,5,5,1,1,8,240,5,5,1,2,6,1,46,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,2,2,2,1,0,1,6,8,8,8,8,8,1,1,8,90,5,7,2,1,8,1,46,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,2,5,6,4,1,2,2,0,8,10,10,10,1,1,10,0,5,0,2,2,10,2,49,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,17,3,10,1,1,1,0,0,5,4,1,1,1,1,1,3,0,5,2,2,1,10,2,47,4,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,1,7,6,1,1,0,1,2,6,10,9,7,1,2,7,120,5,0,1,2,8,1,31,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,3,3,1,2,0,0,0,0,5,0,1,3,1,1,5,0,5,5,1,3,8,1,51,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,1,10,6,5,1,2,2,6,4,4,5,5,1,1,4,60,3,8,1,1,10,1,38,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,2,4.519,1,2,0,1,0,0,5,8,7,5,1,1,7,120,5,0,2,3,8,2,60,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,3,6,2,0,4,4,6,3,8,8,7,1,1,8,270,5,7,2,4,5,1,88,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,2,7,1,2,1,0,0,5,1,9,6,5,1,1,4,30,5,5,3,2,8,2,47,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,1,10,6,5,1,0,0,0,1,7,6,8,1,1,2,60,5,3,1,3,8,1,62,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,3,3,6,2,0,0,0,0,5,9,5,6,1,1,0,5,5,0,1,4,9,1,76,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,1,7,1,2,1,1,1,5,5,8,5,5,1,1,5,15,5,7,2,3,7,2,35,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,2,9,6,2,1,0,0,5,7,6,5,5,1,1,7,60,5,0,3,1,8,1,51,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,2,3,1,2,0,5,5,7,5,7,6,6,2,2,6,150,5,8,1,3,8,2,31,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
